year,sex,name,n,prop
1975,F,Nicola,129,8.265e-5
1975,F,Mika,65,4.165e-5
1975,F,Tyler,38,2.435e-5
1975,F,Eddie,23,1.474e-5
1975,F,Ryann,18,1.153e-5
1975,F,Alex,13,8.33e-6
1975,F,Luna,9,5.77e-6
1975,F,Fae,8,5.13e-6
1975,F,Kaitlyn,7,4.49e-6
1975,F,Brendan,6,3.84e-6
1975,M,James,39592,0.0243939
1975,M,Chris,1963,0.00120947
1975,M,Eddie,1390,8.5642e-4
1975,M,Alex,1329,8.1884e-4
1975,M,Tyler,1063,6.5495e-4
1975,M,Colin,707,4.3561e-4
1975,M,Brendan,655,4.0357e-4
1975,M,Elijah,263,1.6204e-4
1975,M,Grayson,46,2.834e-5
1975,M,Nicola,43,2.649e-5
1975,M,Meredith,33,2.033e-5
1975,M,Amber,19,1.171e-5
1975,M,Emily,16,9.86e-6
1975,M,Mika,9,5.55e-6
1975,M,Ryann,9,5.55e-6
1975,M,Anne,5,3.08e-6
1976,F,Amber,5648,0.00359319
1976,F,Emily,5547,0.00352893
1976,F,Anne,2220,0.00141234
1976,F,Meredith,1468,9.3392e-4
1976,F,Eleanor,256,1.6286e-4
1976,F,James,252,1.6032e-4
1976,F,Chris,188,1.196e-4
1976,F,Ella,182,1.1579e-4
1976,F,Nicola,121,7.698e-5
1976,F,Mika,70,4.453e-5
1976,F,Tyler,41,2.608e-5
1976,F,Eddie,29,1.845e-5
1976,F,Alex,24,1.527e-5
1976,F,Ryann,23,1.463e-5
1976,F,Colin,10,6.36e-6
1976,F,Elijah,9,5.73e-6
1976,F,Kaitlyn,8,5.09e-6
1976,F,Luna,8,5.09e-6
1976,F,Fae,7,4.45e-6
1976,M,James,38306,0.02345421
1976,M,Chris,1603,9.8149e-4
1976,M,Eddie,1400,8.572e-4
1976,M,Alex,1361,8.3332e-4
1976,M,Tyler,1262,7.727e-4
1976,M,Brendan,838,5.131e-4
1976,M,Colin,789,4.8309e-4
1976,M,Elijah,301,1.843e-4
1976,M,Grayson,40,2.449e-5
1976,M,Nicola,38,2.327e-5
1976,M,Meredith,25,1.531e-5
1976,M,Emily,20,1.225e-5
1976,M,Amber,13,7.96e-6
1976,M,Mika,11,6.74e-6
1976,M,Anne,9,5.51e-6
1976,M,Ryann,9,5.51e-6
1977,F,Amber,7207,0.00438135
1977,F,Emily,6879,0.00418195
1977,F,Anne,2355,0.00143168
1977,F,Meredith,1766,0.0010736
1977,F,James,273,1.6596e-4
1977,F,Eleanor,228,1.3861e-4
1977,F,Ella,163,9.909e-5
1977,F,Chris,162,9.848e-5
1977,F,Nicola,109,6.626e-5
1977,F,Ryann,86,5.228e-5
1977,F,Mika,43,2.614e-5
1977,F,Tyler,41,2.493e-5
1977,F,Eddie,32,1.945e-5
1977,F,Alex,22,1.337e-5
1977,F,Kaitlyn,14,8.51e-6
1977,F,Colin,12,7.3e-6
1977,F,Brendan,10,6.08e-6
1977,F,Luna,8,4.86e-6
1977,F,Fae,6,3.65e-6
1977,F,Elijah,5,3.04e-6
1977,M,James,40054,0.02342532
1977,M,Alex,1615,9.4452e-4
1977,M,Chris,1492,8.7259e-4
1977,M,Tyler,1459,8.5329e-4
1977,M,Eddie,1380,8.0708e-4
1977,M,Colin,828,4.8425e-4
1977,M,Brendan,769,4.4974e-4
1977,M,Elijah,503,2.9418e-4
1977,M,Kenta,48,2.807e-5
1977,M,Nicola,40,2.339e-5
1977,M,Grayson,36,2.105e-5
1977,M,Amber,26,1.521e-5
1977,M,Meredith,22,1.287e-5
1977,M,Emily,17,9.94e-6
1977,M,Anne,8,4.68e-6
1977,M,Mika,8,4.68e-6
1977,M,Ryann,8,4.68e-6
1978,F,Amber,8176,0.00497387
1978,F,Emily,7479,0.00454985
1978,F,Anne,2468,0.00150141
1978,F,Meredith,1881,0.00114431
1978,F,James,269,1.6365e-4
1978,F,Eleanor,268,1.6304e-4
1978,F,Ella,173,1.0524e-4
1978,F,Nicola,137,8.334e-5
1978,F,Chris,129,7.848e-5
1978,F,Ryann,125,7.604e-5
1978,F,Mika,76,4.623e-5
1978,F,Tyler,54,3.285e-5
1978,F,Eddie,24,1.46e-5
1978,F,Alex,17,1.034e-5
1978,F,Kaitlyn,14,8.52e-6
1978,F,Brendan,7,4.26e-6
1978,F,Luna,7,4.26e-6
1978,F,Elijah,6,3.65e-6
1978,F,Colin,5,3.04e-6
1978,F,Grayson,5,3.04e-6
1978,F,Kenta,5,3.04e-6
1978,M,James,39914,0.02335383
1978,M,Tyler,1760,0.00102978
1978,M,Alex,1474,8.6244e-4
1978,M,Eddie,1382,8.0861e-4
1978,M,Chris,1338,7.8287e-4
1978,M,Colin,949,5.5526e-4
1978,M,Brendan,897,5.2484e-4
1978,M,Elijah,547,3.2005e-4
1978,M,Grayson,45,2.633e-5
1978,M,Nicola,43,2.516e-5
1978,M,Amber,33,1.931e-5
1978,M,Emily,21,1.229e-5
1978,M,Meredith,20,1.17e-5
1978,M,Kenta,19,1.112e-5
1978,M,Mika,12,7.02e-6
1978,M,Anne,10,5.85e-6
1978,M,Ryann,7,4.1e-6
1979,F,Amber,11081,0.00643073
1979,F,Emily,7973,0.00462704
1979,F,Anne,2734,0.00158664
1979,F,Meredith,1963,0.0011392
1979,F,Eleanor,276,1.6017e-4
1979,F,James,261,1.5147e-4
1979,F,Ella,172,9.982e-5
1979,F,Nicola,138,8.009e-5
1979,F,Chris,119,6.906e-5
1979,F,Ryann,87,5.049e-5
1979,F,Mika,73,4.236e-5
1979,F,Tyler,59,3.424e-5
1979,F,Eddie,28,1.625e-5
1979,F,Kaitlyn,28,1.625e-5
1979,F,Alex,19,1.103e-5
1979,F,Colin,12,6.96e-6
1979,F,Luna,8,4.64e-6
1979,F,Elijah,7,4.06e-6
1979,F,Fae,6,3.48e-6
1979,F,Grayson,6,3.48e-6
1979,F,Brendan,5,2.9e-6
1979,M,James,39370,0.02197201
1979,M,Tyler,2044,0.00114074
1979,M,Alex,1653,9.2252e-4
1979,M,Eddie,1363,7.6068e-4
1979,M,Chris,1265,7.0598e-4
1979,M,Colin,1140,6.3622e-4
1979,M,Brendan,991,5.5307e-4
1979,M,Elijah,697,3.8899e-4
1979,M,Grayson,56,3.125e-5
1979,M,Nicola,41,2.288e-5
1979,M,Amber,28,1.563e-5
1979,M,Emily,27,1.507e-5
1979,M,Meredith,26,1.451e-5
1979,M,Kenta,19,1.06e-5
1979,M,Ryann,14,7.81e-6
1979,M,Mika,8,4.46e-6
1979,M,Anne,5,2.79e-6
1980,F,Amber,12554,0.00705138
1980,F,Emily,9007,0.00505909
1980,F,Anne,2779,0.00156092
1980,F,Meredith,2071,0.00116325
1980,F,James,271,1.5222e-4
1980,F,Eleanor,257,1.4435e-4
1980,F,Ella,174,9.773e-5
1980,F,Ryann,115,6.459e-5
1980,F,Nicola,109,6.122e-5
1980,F,Chris,104,5.842e-5
1980,F,Kaitlyn,66,3.707e-5
1980,F,Tyler,60,3.37e-5
1980,F,Mika,47,2.64e-5
1980,F,Alex,29,1.629e-5
1980,F,Eddie,20,1.123e-5
1980,F,Colin,14,7.86e-6
1980,F,Brendan,11,6.18e-6
1980,F,Luna,10,5.62e-6
1980,F,Grayson,8,4.49e-6
1980,F,Elijah,5,2.81e-6
1980,M,James,39325,0.02119919
1980,M,Tyler,2621,0.00141292
1980,M,Alex,1682,9.0673e-4
1980,M,Eddie,1390,7.4932e-4
1980,M,Colin,1196,6.4474e-4
1980,M,Brendan,1103,5.946e-4
1980,M,Chris,987,5.3207e-4
1980,M,Elijah,754,4.0646e-4
1980,M,Grayson,70,3.774e-5
1980,M,Amber,45,2.426e-5
1980,M,Emily,33,1.779e-5
1980,M,Nicola,31,1.671e-5
1980,M,Meredith,16,8.63e-6
1980,M,Kenta,15,8.09e-6
1980,M,Ryann,12,6.47e-6
1980,M,Anne,10,5.39e-6
1980,M,Mika,8,4.31e-6
1981,F,Amber,13814,0.00772494
1981,F,Emily,10801,0.00604004
1981,F,Anne,2808,0.00157026
1981,F,Meredith,2047,0.0011447
1981,F,James,272,1.5211e-4
1981,F,Eleanor,270,1.5099e-4
1981,F,Ella,179,1.001e-4
1981,F,Ryann,101,5.648e-5
1981,F,Kaitlyn,92,5.145e-5
1981,F,Nicola,92,5.145e-5
1981,F,Tyler,89,4.977e-5
1981,F,Mika,82,4.586e-5
1981,F,Chris,76,4.25e-5
1981,F,Alex,32,1.789e-5
1981,F,Eddie,24,1.342e-5
1981,F,Colin,16,8.95e-6
1981,F,Luna,11,6.15e-6
1981,F,Elijah,7,3.91e-6
1981,F,Grayson,5,2.8e-6
1981,M,James,38307,0.02056844
1981,M,Tyler,3122,0.00167632
1981,M,Alex,1873,0.00100568
1981,M,Eddie,1316,7.0661e-4
1981,M,Colin,1228,6.5936e-4
1981,M,Brendan,1158,6.2177e-4
1981,M,Chris,831,4.4619e-4
1981,M,Elijah,750,4.027e-4
1981,M,Amber,55,2.953e-5
1981,M,Emily,48,2.577e-5
1981,M,Grayson,48,2.577e-5
1981,M,Nicola,31,1.665e-5
1981,M,Meredith,24,1.289e-5
1981,M,Ryann,16,8.59e-6
1981,M,Kenta,15,8.05e-6
1981,M,Anne,12,6.44e-6
1981,M,Mika,8,4.3e-6
1982,F,Amber,14678,0.00809158
1982,F,Emily,12518,0.00690083
1982,F,Anne,2445,0.00134786
1982,F,Meredith,1952,0.00107608
1982,F,James,317,1.7475e-4
1982,F,Eleanor,264,1.4554e-4
1982,F,Ella,178,9.813e-5
1982,F,Kaitlyn,137,7.552e-5
1982,F,Tyler,135,7.442e-5
1982,F,Ryann,98,5.402e-5
1982,F,Nicola,93,5.127e-5
1982,F,Chris,84,4.631e-5
1982,F,Mika,52,2.867e-5
1982,F,Alex,46,2.536e-5
1982,F,Eddie,28,1.544e-5
1982,F,Luna,12,6.62e-6
1982,F,Elijah,9,4.96e-6
1982,F,Brendan,8,4.41e-6
1982,F,Colin,7,3.86e-6
1982,F,Grayson,7,3.86e-6
1982,M,James,38872,0.02059852
1982,M,Tyler,4585,0.00242962
1982,M,Alex,1964,0.00104074
1982,M,Colin,1536,8.1394e-4
1982,M,Eddie,1293,6.8517e-4
1982,M,Brendan,1198,6.3483e-4
1982,M,Elijah,739,3.916e-4
1982,M,Chris,714,3.7835e-4
1982,M,Grayson,56,2.967e-5
1982,M,Emily,55,2.914e-5
1982,M,Amber,49,2.597e-5
1982,M,Nicola,30,1.59e-5
1982,M,Ryann,26,1.378e-5
1982,M,Meredith,25,1.325e-5
1982,M,Anne,14,7.42e-6
1982,M,Mika,11,5.83e-6
1982,M,Kenta,6,3.18e-6
1983,F,Amber,14889,0.00832088
1983,F,Emily,12377,0.00691702
1983,F,Anne,2305,0.00128817
1983,F,Meredith,1940,0.00108419
1983,F,James,282,1.576e-4
1983,F,Kaitlyn,274,1.5313e-4
1983,F,Eleanor,264,1.4754e-4
1983,F,Ella,156,8.718e-5
1983,F,Tyler,132,7.377e-5
1983,F,Nicola,93,5.197e-5
1983,F,Ryann,93,5.197e-5
1983,F,Mika,54,3.018e-5
1983,F,Chris,50,2.794e-5
1983,F,Alex,27,1.509e-5
1983,F,Eddie,19,1.062e-5
1983,F,Colin,12,6.71e-6
1983,F,Elijah,10,5.59e-6
1983,F,Grayson,9,5.03e-6
1983,F,Luna,9,5.03e-6
1983,F,Brendan,7,3.91e-6
1983,M,James,36353,0.01950968
1983,M,Tyler,5822,0.00312451
1983,M,Alex,2155,0.00115653
1983,M,Colin,1559,8.3667e-4
1983,M,Brendan,1276,6.848e-4
1983,M,Eddie,1170,6.2791e-4
1983,M,Elijah,670,3.5957e-4
1983,M,Chris,647,3.4723e-4
1983,M,Grayson,75,4.025e-5
1983,M,Amber,49,2.63e-5
1983,M,Emily,44,2.361e-5
1983,M,Nicola,27,1.449e-5
1983,M,Ryann,21,1.127e-5
1983,M,Meredith,17,9.12e-6
1983,M,Kenta,11,5.9e-6
1983,M,Mika,10,5.37e-6
1983,M,Anne,9,4.83e-6
1984,F,Amber,15367,0.00852354
1984,F,Emily,12782,0.00708973
1984,F,Anne,2238,0.00124134
1984,F,Meredith,1935,0.00107328
1984,F,Kaitlyn,449,2.4904e-4
1984,F,Eleanor,244,1.3534e-4
1984,F,James,238,1.3201e-4
1984,F,Tyler,190,1.0539e-4
1984,F,Ella,138,7.654e-5
1984,F,Ryann,90,4.992e-5
1984,F,Alex,85,4.715e-5
1984,F,Nicola,79,4.382e-5
1984,F,Mika,75,4.16e-5
1984,F,Chris,58,3.217e-5
1984,F,Colin,19,1.054e-5
1984,F,Eddie,15,8.32e-6
1984,F,Brendan,14,7.77e-6
1984,F,Luna,11,6.1e-6
1984,F,Fae,6,3.33e-6
1984,F,Elijah,5,2.77e-6
1984,F,Grayson,5,2.77e-6
1984,M,James,35846,0.01910538
1984,M,Tyler,8707,0.0046407
1984,M,Alex,3026,0.00161281
1984,M,Colin,1765,9.4072e-4
1984,M,Brendan,1331,7.094e-4
1984,M,Eddie,1166,6.2146e-4
1984,M,Elijah,628,3.3471e-4
1984,M,Chris,624,3.3258e-4
1984,M,Grayson,100,5.33e-5
1984,M,Emily,53,2.825e-5
1984,M,Amber,50,2.665e-5
1984,M,Nicola,31,1.652e-5
1984,M,Meredith,17,9.06e-6
1984,M,Ryann,15,7.99e-6
1984,M,Anne,9,4.8e-6
1984,M,Mika,7,3.73e-6
1984,M,Kenta,6,3.2e-6
1985,F,Amber,15504,0.00839914
1985,F,Emily,13135,0.00711576
1985,F,Anne,2020,0.00109432
1985,F,Meredith,1959,0.00106127
1985,F,Kaitlyn,878,4.7565e-4
1985,F,James,287,1.5548e-4
1985,F,Eleanor,270,1.4627e-4
1985,F,Tyler,196,1.0618e-4
1985,F,Ella,146,7.909e-5
1985,F,Ryann,103,5.58e-5
1985,F,Nicola,87,4.713e-5
1985,F,Alex,86,4.659e-5
1985,F,Mika,72,3.901e-5
1985,F,Chris,52,2.817e-5
1985,F,Colin,17,9.21e-6
1985,F,Eddie,13,7.04e-6
1985,F,Brendan,11,5.96e-6
1985,F,Grayson,11,5.96e-6
1985,F,Elijah,8,4.33e-6
1985,F,Luna,8,4.33e-6
1985,M,James,35854,0.01863686
1985,M,Tyler,10214,0.00530922
1985,M,Alex,3902,0.00202825
1985,M,Colin,1737,9.0289e-4
1985,M,Brendan,1382,7.1836e-4
1985,M,Eddie,1150,5.9777e-4
1985,M,Elijah,681,3.5398e-4
1985,M,Chris,609,3.1656e-4
1985,M,Grayson,134,6.965e-5
1985,M,Emily,47,2.443e-5
1985,M,Amber,46,2.391e-5
1985,M,Nicola,34,1.767e-5
1985,M,Meredith,17,8.84e-6
1985,M,Kenta,15,7.8e-6
1985,M,Ryann,15,7.8e-6
1985,M,Anne,10,5.2e-6
1985,M,Mika,10,5.2e-6
1985,M,Kaitlyn,7,3.64e-6
1986,F,Amber,16951,0.0091873
1986,F,Emily,13234,0.00717272
1986,F,Meredith,1927,0.00104442
1986,F,Anne,1917,0.001039
1986,F,Kaitlyn,1207,6.5418e-4
1986,F,James,273,1.4796e-4
1986,F,Eleanor,263,1.4254e-4
1986,F,Tyler,199,1.0786e-4
1986,F,Alex,143,7.75e-5
1986,F,Ella,127,6.883e-5
1986,F,Ryann,119,6.45e-5
1986,F,Nicola,81,4.39e-5
1986,F,Mika,75,4.065e-5
1986,F,Chris,56,3.035e-5
1986,F,Eddie,21,1.138e-5
1986,F,Brendan,16,8.67e-6
1986,F,Colin,16,8.67e-6
1986,F,Luna,13,7.05e-6
1986,F,Elijah,11,5.96e-6
1986,F,Grayson,10,5.42e-6
1986,M,James,34034,0.0177172
1986,M,Tyler,10910,0.00567946
1986,M,Alex,5108,0.00265909
1986,M,Colin,1687,8.7821e-4
1986,M,Brendan,1399,7.2828e-4
1986,M,Eddie,1085,5.6482e-4
1986,M,Elijah,718,3.7377e-4
1986,M,Chris,535,2.7851e-4
1986,M,Grayson,133,6.924e-5
1986,M,Emily,57,2.967e-5
1986,M,Amber,54,2.811e-5
1986,M,Nicola,29,1.51e-5
1986,M,Meredith,22,1.145e-5
1986,M,Ryann,16,8.33e-6
1986,M,Anne,13,6.77e-6
1986,M,Mika,9,4.69e-6
1986,M,Kaitlyn,7,3.64e-6
1986,M,Kenta,7,3.64e-6
1987,F,Amber,16746,0.00893677
1987,F,Emily,14711,0.00785076
1987,F,Anne,1869,9.9742e-4
1987,F,Meredith,1815,9.686e-4
1987,F,Kaitlyn,1707,9.1097e-4
1987,F,Eleanor,290,1.5476e-4
1987,F,Tyler,252,1.3448e-4
1987,F,James,246,1.3128e-4
1987,F,Alex,210,1.1207e-4
1987,F,Ryann,142,7.578e-5
1987,F,Ella,128,6.831e-5
1987,F,Nicola,79,4.216e-5
1987,F,Mika,78,4.163e-5
1987,F,Chris,37,1.975e-5
1987,F,Brendan,17,9.07e-6
1987,F,Colin,17,9.07e-6
1987,F,Eddie,14,7.47e-6
1987,F,Grayson,10,5.34e-6
1987,F,Elijah,9,4.8e-6
1987,F,Luna,5,2.67e-6
1987,M,James,32636,0.01674095
1987,M,Tyler,11536,0.0059175
1987,M,Alex,6041,0.00309879
1987,M,Colin,2096,0.00107516
1987,M,Brendan,1805,9.2589e-4
1987,M,Eddie,1095,5.6169e-4
1987,M,Elijah,747,3.8318e-4
1987,M,Chris,512,2.6264e-4
1987,M,Grayson,154,7.9e-5
1987,M,Amber,55,2.821e-5
1987,M,Emily,51,2.616e-5
1987,M,Nicola,25,1.282e-5
1987,M,Ryann,19,9.75e-6
1987,M,Meredith,18,9.23e-6
1987,M,Anne,15,7.69e-6
1987,M,Mika,13,6.67e-6
1987,M,Kenta,10,5.13e-6
1987,M,Kaitlyn,5,2.56e-6
1988,F,Amber,16678,0.0086748
1988,F,Emily,15870,0.00825453
1988,F,Kaitlyn,2687,0.0013976
1988,F,Meredith,1853,9.6381e-4
1988,F,Anne,1851,9.6277e-4
1988,F,Eleanor,308,1.602e-4
1988,F,Alex,269,1.3992e-4
1988,F,Tyler,263,1.368e-4
1988,F,James,244,1.2691e-4
1988,F,Ella,182,9.466e-5
1988,F,Ryann,137,7.126e-5
1988,F,Mika,72,3.745e-5
1988,F,Nicola,64,3.329e-5
1988,F,Chris,44,2.289e-5
1988,F,Eddie,22,1.144e-5
1988,F,Luna,16,8.32e-6
1988,F,Colin,15,7.8e-6
1988,F,Brendan,13,6.76e-6
1988,F,Grayson,13,6.76e-6
1988,F,Elijah,8,4.16e-6
1988,F,Fae,5,2.6e-6
1988,M,James,32503,0.01624071
1988,M,Tyler,13340,0.00666557
1988,M,Alex,6404,0.00319987
1988,M,Colin,2256,0.00112725
1988,M,Brendan,1791,8.9491e-4
1988,M,Eddie,1127,5.6313e-4
1988,M,Elijah,884,4.4171e-4
1988,M,Chris,494,2.4684e-4
1988,M,Grayson,151,7.545e-5
1988,M,Amber,62,3.098e-5
1988,M,Emily,57,2.848e-5
1988,M,Nicola,33,1.649e-5
1988,M,Ryann,23,1.149e-5
1988,M,Kenta,20,9.99e-6
1988,M,Meredith,15,7.5e-6
1988,M,Mika,12,6e-6
1988,M,Kaitlyn,10,5e-6
1988,M,Anne,6,3e-6
1989,F,Emily,17319,0.00869476
1989,F,Amber,16758,0.00841312
1989,F,Kaitlyn,3392,0.00170291
1989,F,Anne,1879,9.4333e-4
1989,F,Meredith,1700,8.5346e-4
1989,F,Eleanor,357,1.7923e-4
1989,F,Tyler,272,1.3655e-4
1989,F,Alex,241,1.2099e-4
1989,F,James,176,8.836e-5
1989,F,Ryann,174,8.735e-5
1989,F,Ella,165,8.284e-5
1989,F,Mika,91,4.569e-5
1989,F,Nicola,83,4.167e-5
1989,F,Chris,29,1.456e-5
1989,F,Luna,20,1.004e-5
1989,F,Colin,17,8.53e-6
1989,F,Eddie,14,7.03e-6
1989,F,Brendan,13,6.53e-6
1989,F,Elijah,13,6.53e-6
1989,F,Grayson,11,5.52e-6
1989,M,James,32698,0.01560425
1989,M,Tyler,15589,0.00743943
1989,M,Alex,6538,0.00312009
1989,M,Colin,2604,0.00124269
1989,M,Brendan,2148,0.00102508
1989,M,Eddie,1210,5.7744e-4
1989,M,Elijah,991,4.7293e-4
1989,M,Chris,539,2.5722e-4
1989,M,Grayson,169,8.065e-5
1989,M,Emily,82,3.913e-5
1989,M,Amber,62,2.959e-5
1989,M,Nicola,48,2.291e-5
1989,M,Ryann,23,1.098e-5
1989,M,Anne,19,9.07e-6
1989,M,Meredith,17,8.11e-6
1989,M,Kenta,15,7.16e-6
1989,M,Mika,14,6.68e-6
1989,M,Kaitlyn,9,4.3e-6
1989,M,Eleanor,7,3.34e-6
1990,F,Emily,19363,0.00942715
1990,F,Amber,15864,0.00772361
1990,F,Kaitlyn,4313,0.00209984
1990,F,Anne,1926,9.377e-4
1990,F,Meredith,1555,7.5707e-4
1990,F,Tyler,445,2.1665e-4
1990,F,Eleanor,378,1.8403e-4
1990,F,Alex,250,1.2172e-4
1990,F,Ella,235,1.1441e-4
1990,F,Ryann,152,7.4e-5
1990,F,James,115,5.599e-5
1990,F,Nicola,94,4.577e-5
1990,F,Mika,83,4.041e-5
1990,F,Chris,30,1.461e-5
1990,F,Colin,19,9.25e-6
1990,F,Eddie,16,7.79e-6
1990,F,Luna,15,7.3e-6
1990,F,Grayson,13,6.33e-6
1990,F,Elijah,11,5.36e-6
1990,F,Brendan,9,4.38e-6
1990,M,James,32347,0.015037
1990,M,Tyler,20634,0.00959203
1990,M,Alex,6943,0.00322756
1990,M,Colin,2782,0.00129326
1990,M,Brendan,1997,9.2834e-4
1990,M,Eddie,1248,5.8015e-4
1990,M,Elijah,1138,5.2902e-4
1990,M,Chris,487,2.2639e-4
1990,M,Grayson,228,1.0599e-4
1990,M,Emily,53,2.464e-5
1990,M,Amber,43,1.999e-5
1990,M,Nicola,42,1.952e-5
1990,M,Ryann,26,1.209e-5
1990,M,Mika,20,9.3e-6
1990,M,Kenta,12,5.58e-6
1990,M,Anne,10,4.65e-6
1990,M,Meredith,8,3.72e-6
1990,M,Kaitlyn,6,2.79e-6
1991,F,Emily,20308,0.00998861
1991,F,Amber,14991,0.00737341
1991,F,Kaitlyn,4408,0.0021681
1991,F,Anne,1672,8.2238e-4
1991,F,Meredith,1495,7.3532e-4
1991,F,Tyler,634,3.1184e-4
1991,F,Eleanor,394,1.9379e-4
1991,F,Alex,369,1.8149e-4
1991,F,Ella,216,1.0624e-4
1991,F,Ryann,120,5.902e-5
1991,F,Mika,112,5.509e-5
1991,F,James,95,4.673e-5
1991,F,Nicola,85,4.181e-5
1991,F,Chris,39,1.918e-5
1991,F,Luna,21,1.033e-5
1991,F,Elijah,16,7.87e-6
1991,F,Colin,15,7.38e-6
1991,F,Grayson,13,6.39e-6
1991,F,Eddie,6,2.95e-6
1991,M,James,30504,0.01439417
1991,M,Tyler,25205,0.01189368
1991,M,Alex,6672,0.00314837
1991,M,Colin,2293,0.00108202
1991,M,Brendan,2187,0.001032
1991,M,Elijah,1345,6.3468e-4
1991,M,Eddie,1178,5.5587e-4
1991,M,Chris,511,2.4113e-4
1991,M,Grayson,238,1.1231e-4
1991,M,Nicola,46,2.171e-5
1991,M,Emily,34,1.604e-5
1991,M,Amber,31,1.463e-5
1991,M,Kenta,27,1.274e-5
1991,M,Ryann,24,1.133e-5
1991,M,Mika,17,8.02e-6
1991,M,Meredith,15,7.08e-6
1991,M,Kaitlyn,7,3.3e-6
1992,F,Emily,21831,0.0108921
1992,F,Amber,13916,0.00694308
1992,F,Kaitlyn,7477,0.00373049
1992,F,Anne,1684,8.4019e-4
1992,F,Meredith,1463,7.2993e-4
1992,F,Tyler,978,4.8795e-4
1992,F,Eleanor,395,1.9708e-4
1992,F,Alex,366,1.8261e-4
1992,F,Ella,228,1.1376e-4
1992,F,Mika,121,6.037e-5
1992,F,Ryann,118,5.887e-5
1992,F,Nicola,95,4.74e-5
1992,F,James,70,3.492e-5
1992,F,Chris,24,1.197e-5
1992,F,Luna,22,1.098e-5
1992,F,Elijah,21,1.048e-5
1992,F,Grayson,19,9.48e-6
1992,F,Brendan,12,5.99e-6
1992,F,Colin,11,5.49e-6
1992,F,Eddie,11,5.49e-6
1992,M,Tyler,28793,0.01371997
1992,M,James,28503,0.01358178
1992,M,Alex,7348,0.00350135
1992,M,Colin,2628,0.00125225
1992,M,Brendan,2297,0.00109453
1992,M,Elijah,1518,7.2333e-4
1992,M,Eddie,1091,5.1987e-4
1992,M,Chris,461,2.1967e-4
1992,M,Grayson,279,1.3294e-4
1992,M,Nicola,43,2.049e-5
1992,M,Emily,31,1.477e-5
1992,M,Kenta,27,1.287e-5
1992,M,Amber,24,1.144e-5
1992,M,Ryann,19,9.05e-6
1992,M,Kaitlyn,14,6.67e-6
1992,M,Meredith,11,5.24e-6
1992,M,Mika,8,3.81e-6
1993,F,Emily,23593,0.011969
1993,F,Amber,14064,0.00713483
1993,F,Kaitlyn,6956,0.00352886
1993,F,Anne,1483,7.5234e-4
1993,F,Meredith,1250,6.3414e-4
1993,F,Tyler,1182,5.9964e-4
1993,F,Eleanor,444,2.2525e-4
1993,F,Alex,423,2.1459e-4
1993,F,Ella,266,1.3494e-4
1993,F,Ryann,142,7.204e-5
1993,F,Mika,90,4.566e-5
1993,F,Nicola,82,4.16e-5
1993,F,James,75,3.805e-5
1993,F,Chris,28,1.42e-5
1993,F,Grayson,22,1.116e-5
1993,F,Luna,22,1.116e-5
1993,F,Brendan,19,9.64e-6
1993,F,Colin,14,7.1e-6
1993,F,Eddie,13,6.6e-6
1993,F,Elijah,13,6.6e-6
1993,M,Tyler,29796,0.01442934
1993,M,James,26249,0.01271163
1993,M,Alex,7637,0.00369838
1993,M,Colin,2895,0.00140196
1993,M,Brendan,2302,0.00111479
1993,M,Elijah,1880,9.1043e-4
1993,M,Eddie,1048,5.0752e-4
1993,M,Chris,445,2.155e-4
1993,M,Grayson,293,1.4189e-4
1993,M,Emily,43,2.082e-5
1993,M,Nicola,38,1.84e-5
1993,M,Amber,26,1.259e-5
1993,M,Mika,18,8.72e-6
1993,M,Kenta,16,7.75e-6
1993,M,Ryann,13,6.3e-6
1993,M,Anne,6,2.91e-6
1993,M,Kaitlyn,6,2.91e-6
1993,M,Meredith,5,2.42e-6
1994,F,Emily,24149,0.0123903
1994,F,Amber,12344,0.00633343
1994,F,Kaitlyn,6686,0.00343043
1994,F,Anne,1432,7.3473e-4
1994,F,Meredith,1230,6.3109e-4
1994,F,Tyler,1054,5.4078e-4
1994,F,Alex,393,2.0164e-4
1994,F,Eleanor,390,2.001e-4
1994,F,Ella,312,1.6008e-4
1994,F,Ryann,130,6.67e-5
1994,F,Mika,106,5.439e-5
1994,F,Nicola,77,3.951e-5
1994,F,James,67,3.438e-5
1994,F,Luna,47,2.411e-5
1994,F,Chris,28,1.437e-5
1994,F,Grayson,24,1.231e-5
1994,F,Elijah,22,1.129e-5
1994,F,Brendan,10,5.13e-6
1994,F,Colin,8,4.1e-6
1994,F,Eddie,8,4.1e-6
1994,M,Tyler,30477,0.01495476
1994,M,James,24768,0.01215341
1994,M,Alex,7240,0.0035526
1994,M,Colin,2815,0.00138129
1994,M,Brendan,2729,0.00133909
1994,M,Elijah,2620,0.00128561
1994,M,Eddie,944,4.6321e-4
1994,M,Chris,441,2.1639e-4
1994,M,Grayson,385,1.8892e-4
1994,M,Nicola,37,1.816e-5
1994,M,Emily,31,1.521e-5
1994,M,Kenta,23,1.129e-5
1994,M,Amber,20,9.81e-6
1994,M,Mika,13,6.38e-6
1994,M,Ryann,12,5.89e-6
1994,M,Meredith,7,3.43e-6
1994,M,Kaitlyn,6,2.94e-6
1994,M,Izzy,5,2.45e-6
1995,F,Emily,24380,0.01268987
1995,F,Amber,10962,0.00570576
1995,F,Kaitlyn,7385,0.00384392
